"KEYWORDS_PERFORMANCE_REPORT (Jan 1, 2016-Nov 30, 2016)"
Day,Campaign ID,Campaign,Keyword ID,Keyword,Impressions,Clicks,Conversions,Cost
2016-02-04,366284074,Moonbow Air purifier Launch ( Search),63682701,house air cleaner,13,0,0.0,0
2016-02-21,366284074,Moonbow Air purifier Launch ( Search),918082878,air purifiers on sale,4,0,0.0,0
2016-02-28,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,15386832,air purifier filter,6,0,0.0,0
2016-03-10,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,37786641,electronic air purifier,1,0,0.0,0
2016-03-15,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,58589668,air clean systems,1,0,0.0,0
2016-03-03,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486734513,"+indoor +air +purification",4,0,0.0,0
2016-03-04,366284074,Moonbow Air purifier Launch ( Search),453745956,which air purifier,1,0,0.0,0
2016-02-02,366284074,Moonbow Air purifier Launch ( Search),10302892,air filter system,7,0,0.0,0
2016-01-24,366284074,Moonbow Air purifier Launch ( Search),41325231,buy air purifiers,2,0,0.0,0
2016-02-03,366284074,Moonbow Air purifier Launch ( Search),1569666208,4 air filter,2,0,0.0,0
2016-02-19,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19687531223,"+air +purifier",13,1,0.0,35000000
2016-03-08,366284074,Moonbow Air purifier Launch ( Search),50744163,uv air purification,1,0,0.0,0
2016-01-25,366284074,Moonbow Air purifier Launch ( Search),6031453645,best air purifier hepa,1,0,0.0,0
2016-03-04,366284074,Moonbow Air purifier Launch ( Search),146346696,air purifiers for home,1,0,0.0,0
2016-03-24,366284074,Moonbow Air purifier Launch ( Search),61118471,air cleaner fan,2,0,0.0,0
2016-03-22,382816714,Moonbow search(revised),1263109211,water purifiers in india,7,0,0.0,0
2016-01-20,366284074,Moonbow Air purifier Launch ( Search),17464830,carbon air filter,1,0,0.0,0
2016-03-12,366284074,Moonbow Air purifier Launch ( Search),28333150,ionic air cleaners,1,0,0.0,0
2016-02-06,366284074,Moonbow Air purifier Launch ( Search),15195147,house air purifiers,1,0,0.0,0
2016-01-21,363250354,Batman Delivery,141146152,food order,13,0,0.0,0
2016-01-13,363250354,Batman Delivery,82839008067,batman delivers number,2,1,0.0,4140000
2016-01-23,366284074,Moonbow Air purifier Launch ( Search),41325231,buy air purifiers,3,0,0.0,0
2016-02-12,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1389936175,mini air purifier,2,0,0.0,0
2016-01-23,366284074,Moonbow Air purifier Launch ( Search),52840606,air filter for home,3,0,0.0,0
2016-03-11,366284074,Moonbow Air purifier Launch ( Search),13174950,air filtration systems,1,0,0.0,0
2016-02-03,366284074,Moonbow Air purifier Launch ( Search),36323010,air filtering system,2,0,0.0,0
2016-02-12,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1490363981,air purifier uses,2,1,0.0,19620000
2016-03-14,382816714,Moonbow search(revised),21830190,portable air cleaner,1,0,0.0,0
2016-03-18,373619314,[S[Moonbow_Air Purifier_Comp]: Competitor - Exact,15386872,hepa air purifier,3,0,0.0,0
2016-01-18,363250354,Batman Delivery,141146152,food order,23,0,0.0,0
2016-02-20,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,37786901,ionizer air purifier,1,0,0.0,0
2016-02-23,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22975954176,"+air +purifier +comparison",1,0,0.0,0
2016-03-02,373626514,[S[Moonbow_Air Purifier]: Brand - Exact,171131151179,moonbow air purifiers,2,1,0.0,31240000
2016-03-13,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,23922841016,"+air +purifiers +filters",1,0,0.0,0
2016-02-01,366284074,Moonbow Air purifier Launch ( Search),2171824109,air cleaner dust,1,0,0.0,0
2016-01-29,366284074,Moonbow Air purifier Launch ( Search),47254384207,air purifier online india,3,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),62929360945,online statement of lic housing finance,2,0,0.0,0
2016-03-23,382816714,Moonbow search(revised),17877942,clean air filter,2,0,0.0,0
2016-02-10,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,63682741,house air cleaners,1,0,0.0,0
2016-02-21,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,53155026,blueair air purifier,14,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),3477533929,central bank of india home loan,8,0,0.0,0
2016-02-12,366284074,Moonbow Air purifier Launch ( Search),2321157252,filtrete air purifiers,2,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),48905209004,cibil for loan,1,0,0.0,0
2016-01-14,363250354,Batman Delivery,666633568,late night food,3,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),11409663,house air filter,42,0,0.0,0
2016-03-15,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35320173592,"+air +purifier +prices",6,0,0.0,0
2016-01-24,366284074,Moonbow Air purifier Launch ( Search),925680388,air purifier water,9,0,0.0,0
2016-02-25,373628914,[S[Moonbow_Air Filter]: Generic,93454139,filtrete air filters,16,0,0.0,0
2016-01-02,363250354,Batman Delivery,87890333,online food delivery,100,0,0.0,0
2016-03-13,377282074,LICHFL - Search campaign,26003271,home loan banks,61,1,0.0,33050000
2016-03-12,366284074,Moonbow Air purifier Launch ( Search),25978740,room air cleaners,1,0,0.0,0
2016-03-04,366284074,Moonbow Air purifier Launch ( Search),52840606,air filter for home,1,0,0.0,0
2016-02-13,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486029873,"+electric +air +purifier",4,0,0.0,0
2016-02-07,366284074,Moonbow Air purifier Launch ( Search),10653250,purify air,7,0,0.0,0
2016-01-26,366284074,Moonbow Air purifier Launch ( Search),66043265131,air purifiers available in india,4,0,0.0,0
2016-02-26,366284074,Moonbow Air purifier Launch ( Search),14364630,ionizers,5,0,0.0,0
2016-03-14,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,23834173191,"+air +purifier +for +dust",1,0,0.0,0
2016-02-12,373628914,[S[Moonbow_Air Filter]: Generic,93454139,filtrete air filters,4,0,0.0,0
2016-03-04,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,77991236169,"+air +purifying +fan",1,0,0.0,0
2016-02-08,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,62456458978,"+air +purifier +brand",1,0,0.0,0
2016-02-26,366284074,Moonbow Air purifier Launch ( Search),41325231,buy air purifiers,1,0,0.0,0
2016-02-18,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22975954176,"+air +purifier +comparison",2,0,0.0,0
2016-03-11,382431634,LICHFL ( REVISED),46055493727,sibel score,66,0,0.0,0
2016-03-20,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,42560011,amcor air purifier,2,0,0.0,0
2016-03-07,366284074,Moonbow Air purifier Launch ( Search),643830183,air purifier india,7,0,0.0,0
2016-01-16,366284074,Moonbow Air purifier Launch ( Search),925680388,air purifier water,19,2,0.0,60660000
2016-03-10,377282074,LICHFL - Search campaign,11940121,new home loan,1,0,0.0,0
2016-03-18,382816714,Moonbow search(revised),10032532,clean room hepa filters,3,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),52838133433,lic online loan status,1,0,0.0,0
2016-02-18,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,32544214428,"+carbon +air +purifier",4,0,0.0,0
2016-02-17,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486734513,"+indoor +air +purification",7,1,0.0,28150000
2016-01-07,363250354,Batman Delivery,65906198321,all night food delivery gurgaon,3,0,0.0,0
2016-01-20,363250354,Batman Delivery,12609305695,online food delivery delhi,36,1,0.0,21840000
2016-01-15,363250354,Batman Delivery,141146152,food order,16,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),48059566087,plot loan lic,12,3,0.0,6250000
2016-02-12,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,31276764575,"+electronic +air +purifiers",3,0,0.0,0
2016-02-22,366284074,Moonbow Air purifier Launch ( Search),17690891,ozone air cleaner,1,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),51855014954,lichfl office,4,0,0.0,0
2016-02-16,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,28767465424,"+pet +air +purifier",3,0,0.0,0
2016-02-08,366284074,Moonbow Air purifier Launch ( Search),643830183,air purifier india,16,0,0.0,0
2016-01-29,366284074,Moonbow Air purifier Launch ( Search),2704706702,air purifier with fan,1,0,0.0,0
2016-02-09,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19687527863,"+home +air +purifier",2,0,0.0,0
2016-02-16,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,72729558736,"+the +best +air +purifier +for +home",1,0,0.0,0
2016-03-22,382816714,Moonbow search(revised),13812780,hepa vac,2,0,0.0,0
2016-02-27,377282074,LICHFL - Search campaign,34052886808,lic housing loan scheme,1,0,0.0,0
2016-01-21,366284074,Moonbow Air purifier Launch ( Search),25978910,room air purifiers,1,0,0.0,0
2016-02-22,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,37793601,best air purifier,19,0,0.0,0
2016-02-20,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19809876241,"+daikin +air +purifier",4,0,0.0,0
2016-02-14,366284074,Moonbow Air purifier Launch ( Search),53889127,home purifier,1,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),130151104,air purifier room,1,0,0.0,0
2016-03-20,382816714,Moonbow search(revised),11783151763,best water purifier for home,1,0,0.0,0
2016-03-16,373628914,[S[Moonbow_Air Filter]: Generic,13034450,holmes air filter,2,0,0.0,0
2016-02-25,377282074,LICHFL - Search campaign,27170451,first home loan,1,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),24753317945,lichfl home loan interest rate,3,0,0.0,0
2016-01-13,366284074,Moonbow Air purifier Launch ( Search),24965073,filter air,2,0,0.0,0
2016-03-05,366284074,Moonbow Air purifier Launch ( Search),10653260,air purifier,6,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),11775561,mortgage loans,47,0,0.0,0
2016-03-13,377282074,LICHFL - Search campaign,33277390,home loan repayments,4,0,0.0,0
2016-03-09,377282074,LICHFL - Search campaign,360457049,housing loan comparison,18,1,1.0,30650000
2016-01-25,366284074,Moonbow Air purifier Launch ( Search),50744163,uv air purification,1,0,0.0,0
2016-02-18,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,37786901,ionizer air purifier,3,0,0.0,0
2016-01-21,366284074,Moonbow Air purifier Launch ( Search),178435278,air purifier on sale,1,0,0.0,0
2016-01-14,366284074,Moonbow Air purifier Launch ( Search),30457750,ecoquest air purifiers,2,0,0.0,0
2016-02-07,366284074,Moonbow Air purifier Launch ( Search),91077576,air purifier cleaner,2,0,0.0,0
2016-01-14,366284074,Moonbow Air purifier Launch ( Search),908296249,charcoal air purifier,8,0,0.0,0
2016-01-16,366284074,Moonbow Air purifier Launch ( Search),66043265131,air purifiers available in india,1,0,0.0,0
2016-03-14,382816714,Moonbow search(revised),22717163,the best air purifier,5,0,0.0,0
2016-02-29,377282074,LICHFL - Search campaign,25452282,lowest home loan,3,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),24753317945,lichfl home loan interest rate,7,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),12607411,best home loan,3,0,0.0,0
2016-02-22,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,167063345,clean air purifier,1,0,0.0,0
2016-03-18,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486029873,"+electric +air +purifier",1,0,0.0,0
2016-01-04,363250354,Batman Delivery,28428466755,online food order gurgaon,6,0,0.0,0
2016-03-21,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,1625747311,uv light air filter,1,0,0.0,0
2016-02-12,366284074,Moonbow Air purifier Launch ( Search),22984711,activated carbon,42,1,0.0,35860000
2016-02-13,373628914,[S[Moonbow_Air Filter]: Generic,5051421525,whole home air filtration system,1,0,0.0,0
2016-03-19,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35968751203,which purifier is best,141,12,0.0,350550000
2016-03-19,382816714,Moonbow search(revised),15010930,hepa room air cleaner,1,0,0.0,0
2016-01-20,366284074,Moonbow Air purifier Launch ( Search),5095383813,air purifiers for dust,2,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),379205828,loan on mortgage,1,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),7600303125,calculator for home loan repayments,1,0,0.0,0
2016-01-24,366284074,Moonbow Air purifier Launch ( Search),50743853,ultraviolet air purification,1,0,0.0,0
2016-02-22,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,12557907,commercial air cleaners,2,0,0.0,0
2016-03-19,382816714,Moonbow search(revised),313665727,purifier filter,2,0,0.0,0
2016-03-02,366284074,Moonbow Air purifier Launch ( Search),358660570,pet odor air purifier,1,0,0.0,0
2016-01-26,366284074,Moonbow Air purifier Launch ( Search),16111601,hepa air,2,1,0.0,28700000
2016-01-29,366284074,Moonbow Air purifier Launch ( Search),10719630,hepa air cleaners,1,0,0.0,0
2016-02-14,366284074,Moonbow Air purifier Launch ( Search),64736221,hepa purifier,1,0,0.0,0
2016-02-24,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1717217125,air cleaner air purifier,1,0,0.0,0
2016-02-28,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,13452878283,hepa purifier reviews,68,1,0.0,41060000
2016-02-22,366284074,Moonbow Air purifier Launch ( Search),306597750,ionic pro,1,0,0.0,0
2016-01-03,363250354,Batman Delivery,3100113198,delivery at night,17,2,0.0,45100000
2016-03-10,366284074,Moonbow Air purifier Launch ( Search),12205370,hepa filter,1,0,0.0,0
2016-03-13,366284074,Moonbow Air purifier Launch ( Search),14364610,ionizer,10,0,0.0,0
2016-02-25,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,42559551,ozone air purifier,7,0,0.0,0
2016-03-11,382431634,LICHFL ( REVISED),1008905667,mortgage loan monthly payment calculator,1,0,0.0,0
2016-03-14,382816714,Moonbow search(revised),10321660,air cleaner,11,0,0.0,0
2016-01-30,366284074,Moonbow Air purifier Launch ( Search),17464830,carbon air filter,1,0,0.0,0
2016-02-24,366284074,Moonbow Air purifier Launch ( Search),1758720604,air cleaners & purifiers,1,0,0.0,0
2016-02-14,366284074,Moonbow Air purifier Launch ( Search),343721847,moonbow,6,0,0.0,0
2016-03-09,377282074,LICHFL - Search campaign,360467069,housing loan interest rate,39,2,0.0,51320000
2016-02-20,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,14586821,room air purifiers,2,0,0.0,0
2016-02-05,366284074,Moonbow Air purifier Launch ( Search),22961003369,air purifiers in india,11,0,0.0,0
2016-01-07,363250354,Batman Delivery,6636403191,online food ordering websites,4,0,0.0,0
2016-03-13,373628914,[S[Moonbow_Air Filter]: Generic,358606720,best furnace air filters,1,0,0.0,0
2016-01-25,366284074,Moonbow Air purifier Launch ( Search),1760778208,honeywell tower air purifier,1,0,0.0,0
2016-02-16,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,4554485125,best air purifier for home,3,0,0.0,0
2016-02-10,366284074,Moonbow Air purifier Launch ( Search),12345070,air filter,3,0,0.0,0
2016-03-17,382816714,Moonbow search(revised),189969960,air purifier bionaire,1,0,0.0,0
2016-01-15,363250354,Batman Delivery,11605583202,home delivery gurgaon,1,0,0.0,0
2016-03-02,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,757966062,air purifier sale,1,0,0.0,0
2016-03-06,366284074,Moonbow Air purifier Launch ( Search),108329243,buy hepa filter,3,0,0.0,0
2016-03-08,377282074,LICHFL - Search campaign,25452282,lowest home loan,10,2,0.0,27040000
2016-02-29,366284074,Moonbow Air purifier Launch ( Search),12205470,hepa filters,1,0,0.0,0
2016-02-23,366284074,Moonbow Air purifier Launch ( Search),159578899505,compare air purifiers in india,1,0,0.0,0
2016-03-03,377282074,LICHFL - Search campaign,12797232,home loan finance,4,0,0.0,0
2016-03-13,377282074,LICHFL - Search campaign,92026725,home loan interest,15,0,0.0,0
2016-03-07,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,53155026,blueair air purifier,3,0,0.0,0
2016-01-14,363250354,Batman Delivery,84312002124,late night food delivery in gurgaon,1,0,0.0,0
2016-03-02,366284074,Moonbow Air purifier Launch ( Search),23318185442,cheap air purifiers for the home,1,0,0.0,0
2016-02-16,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,167370053,iq air purifier,5,1,0.0,43460000
2016-03-17,382816714,Moonbow search(revised),1200995324,water purifiers prices,2,0,0.0,0
2016-03-24,382816714,Moonbow search(revised),17296731,clean air,4,0,0.0,0
2016-01-22,366284074,Moonbow Air purifier Launch ( Search),12205370,hepa filter,12,0,0.0,0
2016-01-28,363250354,Batman Delivery,12700924705,food home delivery in gurgaon,1,0,0.0,0
2016-01-09,363250354,Batman Delivery,65906198321,all night food delivery gurgaon,2,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),93515044,pure air purifier,7,0,0.0,0
2016-01-14,366284074,Moonbow Air purifier Launch ( Search),880796234,air purifier deals,39,0,0.0,0
2016-02-02,366284074,Moonbow Air purifier Launch ( Search),13207910,purifier,122,2,0.0,69070000
2016-02-24,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1490363981,air purifier uses,1,0,0.0,0
2016-01-23,366284074,Moonbow Air purifier Launch ( Search),43761170,air purifier humidifier,4,0,0.0,0
2016-01-13,366284074,Moonbow Air purifier Launch ( Search),17464830,carbon air filter,4,0,0.0,0
2016-03-06,366284074,Moonbow Air purifier Launch ( Search),50743853,ultraviolet air purification,1,0,0.0,0
2016-02-10,366284074,Moonbow Air purifier Launch ( Search),3827851528,air purifiers with hepa filters,1,0,0.0,0
2016-02-28,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,42560271,bionaire air purifier,2,0,0.0,0
2016-02-29,373628914,[S[Moonbow_Air Filter]: Generic,48297368,car air filters,44,0,0.0,0
2016-02-17,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,25910661992,"+air +purifier +systems",6,0,0.0,0
2016-03-08,377282074,LICHFL - Search campaign,1107718779,loans for housing,1,0,0.0,0
2016-01-16,366284074,Moonbow Air purifier Launch ( Search),15195147,house air purifiers,1,0,0.0,0
2016-03-05,366284074,Moonbow Air purifier Launch ( Search),22984711,activated carbon,19,0,0.0,0
2016-02-18,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,77991236169,"+air +purifying +fan",4,0,0.0,0
2016-02-25,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19809876241,"+daikin +air +purifier",5,1,0.0,34180000
2016-02-17,373628914,[S[Moonbow_Air Filter]: Generic,5051421525,whole home air filtration system,1,0,0.0,0
2016-03-07,366284074,Moonbow Air purifier Launch ( Search),12999084228,air purifier with water filtration,3,0,0.0,0
2016-03-20,382816714,Moonbow search(revised),48502508,carbon air,1,0,0.0,0
2016-01-23,366284074,Moonbow Air purifier Launch ( Search),25427120,carbon filter,16,0,0.0,0
2016-02-23,366284074,Moonbow Air purifier Launch ( Search),22961003369,air purifiers in india,25,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),72720598284,lic home loan online apply,1,0,0.0,0
2016-03-11,382431634,LICHFL ( REVISED),10042200,home loans,10,1,0.0,27460000
2016-03-22,382816714,Moonbow search(revised),48502508,carbon air,1,0,0.0,0
2016-03-02,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19848061727,"+new +air +purifier",1,0,0.0,0
2016-03-13,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,63682741,house air cleaners,6,0,0.0,0
2016-02-27,366284074,Moonbow Air purifier Launch ( Search),61118471,air cleaner fan,1,0,0.0,0
2016-03-14,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,9533240131,best air purifier for dust,1,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),26003271,home loan banks,16,0,0.0,0
2016-02-05,366284074,Moonbow Air purifier Launch ( Search),20207301,heating and air,321,0,0.0,0
2016-03-08,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,108239890124,"+room +air +purification",3,0,0.0,0
2016-02-09,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,68405533687,"+air +purifier +for +home +use",2,0,0.0,0
2016-02-17,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24485130833,"+air +purifier +ratings",2,0,0.0,0
2016-02-13,366284074,Moonbow Air purifier Launch ( Search),22984711,activated carbon,25,0,0.0,0
2016-03-02,366284074,Moonbow Air purifier Launch ( Search),63682701,house air cleaner,1,0,0.0,0
2016-02-17,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24452119913,"+allergy +air +purifier",2,0,0.0,0
2016-03-23,382816714,Moonbow search(revised),38280021,filtrete air filter,1,0,0.0,0
2016-02-09,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,32544214428,"+carbon +air +purifier",3,0,0.0,0
2016-02-10,366284074,Moonbow Air purifier Launch ( Search),135303539,air purifier machine,2,0,0.0,0
2016-03-23,373619314,[S[Moonbow_Air Purifier_Comp]: Competitor - Exact,15386872,hepa air purifier,4,0,0.0,0
2016-03-05,377282074,LICHFL - Search campaign,10305477,finance housing,1,0,0.0,0
2016-03-19,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22880709474,"+air +purifier +replacement +filters",2,0,0.0,0
2016-02-26,366284074,Moonbow Air purifier Launch ( Search),64736221,hepa purifier,1,0,0.0,0
2016-03-11,382431634,LICHFL ( REVISED),116044121,getting loan,1,0,0.0,0
2016-01-26,366284074,Moonbow Air purifier Launch ( Search),22961003369,air purifiers in india,18,0,0.0,0
2016-03-24,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,61766771821,best purifier for dust,9,0,0.0,0
2016-01-16,363250354,Batman Delivery,666633568,late night food,7,1,0.0,21170000
2016-01-24,366284074,Moonbow Air purifier Launch ( Search),20207301,heating and air,63,3,0.0,89840000
2016-02-26,366284074,Moonbow Air purifier Launch ( Search),343721847,moonbow,15,4,0.0,5240000
2016-03-15,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,62456458978,"+air +purifier +brand",4,0,0.0,0
2016-02-17,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22673105500,"+small +air +purifiers",1,0,0.0,0
2016-02-10,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,93971850,filterless air purifier,1,0,0.0,0
2016-02-17,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,36645257131,"+ozone +ionizer +air +purifier",6,0,0.0,0
2016-03-17,366284074,Moonbow Air purifier Launch ( Search),643830183,air purifier india,8,0,0.0,0
2016-03-12,382816714,Moonbow search(revised),44135981,replacement air filters,3,0,0.0,0
2016-03-12,377282074,LICHFL - Search campaign,151326644,home finance programs,4,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),29520669668,lic mortgage loan interest rates,1,0,0.0,0
2016-03-20,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35968751083,which is the best purifier,4,0,0.0,0
2016-03-04,373626514,[S[Moonbow_Air Purifier]: Brand - Exact,171131151179,moonbow air purifiers,3,1,0.0,4920000
2016-03-23,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,9533240131,best air purifier for dust,1,0,0.0,0
2016-02-24,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19848061727,"+new +air +purifier",2,0,0.0,0
2016-01-17,366284074,Moonbow Air purifier Launch ( Search),12345080,room air filter,4,0,0.0,0
2016-02-18,373628914,[S[Moonbow_Air Filter]: Generic,358609540,best furnace air filter,3,0,0.0,0
2016-01-28,366284074,Moonbow Air purifier Launch ( Search),1569666208,4 air filter,1,0,0.0,0
2016-01-24,363250354,Batman Delivery,87890333,online food delivery,105,2,0.0,36230000
2016-03-06,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35350227712,"+air +purifying",9,1,0.0,32090000
2016-03-04,377282074,LICHFL - Search campaign,156048404,house home loans,1,0,0.0,0
2016-01-29,366284074,Moonbow Air purifier Launch ( Search),122536340,air purifier replacement filters,1,0,0.0,0
2016-03-04,377282074,LICHFL - Search campaign,360467069,housing loan interest rate,2,0,0.0,0
2016-02-10,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22975948776,"+air +purification +system",1,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),44409152,mortgage loan rate calculator,5,0,0.0,0
2016-03-13,382816714,Moonbow search(revised),4724779717,best portable air purifiers,1,0,0.0,0
2016-02-21,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19687531223,"+air +purifier",12,1,0.0,34380000
2016-01-28,366284074,Moonbow Air purifier Launch ( Search),43185160,air purifier for room,2,0,0.0,0
2016-02-25,366284074,Moonbow Air purifier Launch ( Search),12205470,hepa filters,2,0,0.0,0
2016-02-20,366284074,Moonbow Air purifier Launch ( Search),15788131,Keyword,82,0,0.0,0
2016-02-18,366284074,Moonbow Air purifier Launch ( Search),1394936209,air purifier ratings reviews,1,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),1008905667,mortgage loan monthly payment calculator,4,0,0.0,0
2016-03-03,366284074,Moonbow Air purifier Launch ( Search),14642713,uv air purifiers,1,0,0.0,0
2016-03-15,366284074,Moonbow Air purifier Launch ( Search),10321660,air cleaner,1,0,0.0,0
2016-03-22,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19687531223,"+air +purifier",11,0,0.0,0
2016-01-22,366284074,Moonbow Air purifier Launch ( Search),12205470,hepa filters,8,1,0.0,33770000
2016-02-06,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,53895007,buy air cleaner,14,0,0.0,0
2016-03-02,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,31126036583,target air purifier,1,0,0.0,0
2016-03-05,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,9533240131,best air purifier for dust,1,0,0.0,0
2016-02-11,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1586856449,top rated air purifiers,2,0,0.0,0
2016-01-21,366284074,Moonbow Air purifier Launch ( Search),189993660,air humidifier purifier,1,0,0.0,0
2016-02-23,366284074,Moonbow Air purifier Launch ( Search),20207301,heating and air,102,1,0.0,20960000
2016-01-13,366284074,Moonbow Air purifier Launch ( Search),10653270,air purifiers,25,0,0.0,0
2016-01-06,363250354,Batman Delivery,808430023,online order food,20,0,0.0,0
2016-02-18,373628914,[S[Moonbow_Air Filter]: Generic,93454139,filtrete air filters,2,0,0.0,0
2016-03-11,382431634,LICHFL ( REVISED),2752442490,pnb home loan,5,1,0.0,18950000
2016-02-03,366284074,Moonbow Air purifier Launch ( Search),47254384207,air purifier online india,2,0,0.0,0
2016-01-15,363250354,Batman Delivery,184386636274,food order online delhi ncr,1,0,0.0,0
2016-02-14,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1490520521,best air purifier for allergies,1,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),30558103,housing loan,11,0,0.0,0
2016-02-22,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35350227712,"+air +purifying",10,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),12205470,hepa filters,1,0,0.0,0
