"KEYWORDS_PERFORMANCE_REPORT (Jan 1, 2016-Nov 30, 2016)"
Day,Campaign ID,Campaign,Keyword ID,Keyword,Impressions,Clicks,Conversions,Cost
2016-03-14,382431634,LICHFL ( REVISED),10914001,home loan,20,0,0.0,0
2016-02-13,366284074,Moonbow Air purifier Launch ( Search),87791881,buy air filter,1,0,0.0,0
2016-02-07,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22975954536,"+portable +air +purifier",2,0,0.0,0
2016-03-20,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,1008956706,air filters cleaners,1,0,0.0,0
2016-01-09,363250354,Batman Delivery,12609305695,online food delivery delhi,45,2,0.0,40950000
2016-03-08,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22880709474,"+air +purifier +replacement +filters",2,0,0.0,0
2016-02-07,366284074,Moonbow Air purifier Launch ( Search),1758720604,air cleaners & purifiers,4,0,0.0,0
2016-02-25,366284074,Moonbow Air purifier Launch ( Search),104172198,air purifiers reviews,4,0,0.0,0
2016-03-12,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,13452878283,hepa purifier reviews,13,0,0.0,0
2016-03-12,377282074,LICHFL - Search campaign,350465406,house loan india,1,0,0.0,0
2016-02-10,366284074,Moonbow Air purifier Launch ( Search),43985316215,car air purifier india,3,0,0.0,0
2016-01-19,366284074,Moonbow Air purifier Launch ( Search),37808453,room air filters,2,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),11775561,mortgage loans,240,3,0.0,59180000
2016-02-23,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,92163928404,"+air +purifier +for +room",3,0,0.0,0
2016-02-12,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,23834172831,"+air +purifier +for +home",7,1,0.0,40310000
2016-03-11,382431634,LICHFL ( REVISED),504695969,lic housing,1,0,0.0,0
2016-02-19,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1490362121,air purifier cost,6,0,0.0,0
2016-02-21,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,10032592,industrial air cleaner,1,0,0.0,0
2016-03-14,377282074,LICHFL - Search campaign,43115452648,lic housing finance loan repayment,2,0,0.0,0
2016-03-11,382816714,Moonbow search(revised),114257215,room purifiers,1,0,0.0,0
2016-01-16,366284074,Moonbow Air purifier Launch ( Search),135303539,air purifier machine,1,0,0.0,0
2016-03-07,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,53895007,buy air cleaner,2,0,0.0,0
2016-01-18,366284074,Moonbow Air purifier Launch ( Search),104172198,air purifiers reviews,6,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),51855685754,lic housing finance status,94,9,0.0,87120000
2016-03-06,377282074,LICHFL - Search campaign,3846369063,housing finance system,1,0,0.0,0
2016-02-06,366284074,Moonbow Air purifier Launch ( Search),95941773,room purifier,9,0,0.0,0
2016-02-23,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,26790124583,"+air +purifier +carbon +filter",1,0,0.0,0
2016-02-21,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,343076559,fresh air purifier,1,0,0.0,0
2016-03-07,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,14049531129,best room purifier,12,0,0.0,0
2016-02-21,366284074,Moonbow Air purifier Launch ( Search),12345070,air filter,5,0,0.0,0
2016-03-22,366284074,Moonbow Air purifier Launch ( Search),22717203,kenmore air purifier,1,0,0.0,0
2016-03-24,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,14586821,room air purifiers,1,0,0.0,0
2016-03-12,377282074,LICHFL - Search campaign,25452282,lowest home loan,33,1,0.0,34310000
2016-03-07,366284074,Moonbow Air purifier Launch ( Search),68164580,honeywell hepa air purifiers,2,0,0.0,0
2016-02-08,366284074,Moonbow Air purifier Launch ( Search),363379169,hepa ionic air purifier,1,0,0.0,0
2016-01-22,363250354,Batman Delivery,82839008067,batman delivers number,5,3,0.0,7460000
2016-01-20,366284074,Moonbow Air purifier Launch ( Search),67296691,clean air purifier,2,0,0.0,0
2016-03-21,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,31276764575,"+electronic +air +purifiers",8,0,0.0,0
2016-03-24,382816714,Moonbow search(revised),1539768989,room hepa filter,1398,24,0.0,1431620000
2016-03-22,382816714,Moonbow search(revised),94681513,fresh air system,10,0,0.0,0
2016-03-14,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,30675605666,"+air +purifier +machines",2,0,0.0,0
2016-02-16,366284074,Moonbow Air purifier Launch ( Search),308296640,air purifier online,2,0,0.0,0
2016-03-03,366284074,Moonbow Air purifier Launch ( Search),15195177,smoke air purifiers,2,0,0.0,0
2016-03-15,382816714,Moonbow search(revised),39727676,hoover hepa filter,1,0,0.0,0
2016-01-18,366284074,Moonbow Air purifier Launch ( Search),918082878,air purifiers on sale,6,0,0.0,0
2016-02-09,366284074,Moonbow Air purifier Launch ( Search),4238410813,air purifier with carbon filter,1,0,0.0,0
2016-03-16,366284074,Moonbow Air purifier Launch ( Search),308296640,air purifier online,2,0,0.0,0
2016-03-14,377282074,LICHFL - Search campaign,43115631568,lic housing home loan calculator,7,0,0.0,0
2016-01-11,363250354,Batman Delivery,666633568,late night food,10,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),23318185442,cheap air purifiers for the home,1,0,0.0,0
2016-03-21,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,9533240131,best air purifier for dust,1,0,0.0,0
2016-02-07,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,23834172831,"+air +purifier +for +home",2,0,0.0,0
2016-03-12,382816714,Moonbow search(revised),17060151,fresh air,42,3,0.0,79040000
2016-03-12,366284074,Moonbow Air purifier Launch ( Search),168080844,shop air cleaners,1,0,0.0,0
2016-01-25,363250354,Batman Delivery,11882091315,gurgaon delivery,57,1,0.0,23480000
2016-03-10,366284074,Moonbow Air purifier Launch ( Search),16111601,hepa air,1,0,0.0,0
2016-01-17,366284074,Moonbow Air purifier Launch ( Search),17690891,ozone air cleaner,21,0,0.0,0
2016-02-13,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486736313,"+ozone +air +purification",3,0,0.0,0
2016-01-19,363250354,Batman Delivery,28428466755,online food order gurgaon,2,0,0.0,0
2016-02-29,366284074,Moonbow Air purifier Launch ( Search),12345070,air filter,3,0,0.0,0
2016-02-05,366284074,Moonbow Air purifier Launch ( Search),65903875841,air purifiers for home india,13,0,0.0,0
2016-02-28,366284074,Moonbow Air purifier Launch ( Search),17690891,ozone air cleaner,1,0,0.0,0
2016-03-06,373628914,[S[Moonbow_Air Filter]: Generic,48297368,car air filters,44,0,0.0,0
2016-02-02,366284074,Moonbow Air purifier Launch ( Search),17052651,air cleaning,1,0,0.0,0
2016-03-10,366284074,Moonbow Air purifier Launch ( Search),15195177,smoke air purifiers,3,0,0.0,0
2016-02-04,366284074,Moonbow Air purifier Launch ( Search),20207301,heating and air,586,3,0.0,109500000
2016-02-26,366284074,Moonbow Air purifier Launch ( Search),15220532,air quality monitoring,3,0,0.0,0
2016-02-09,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,176575664,breeze air purifier,1,0,0.0,0
2016-03-01,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486734513,"+indoor +air +purification",2,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),5367077842,payment calculator for mortgage loan,3,0,0.0,0
2016-01-29,366284074,Moonbow Air purifier Launch ( Search),25978740,room air cleaners,8,0,0.0,0
2016-01-30,366284074,Moonbow Air purifier Launch ( Search),643830183,air purifier india,35,0,0.0,0
2016-01-09,363250354,Batman Delivery,47043018886,food order online gurgaon,2,0,0.0,0
2016-03-12,373619314,[S[Moonbow_Air Purifier_Comp]: Competitor - Exact,15386872,hepa air purifier,9,0,0.0,0
2016-03-02,366284074,Moonbow Air purifier Launch ( Search),64301520,compact air purifier,3,0,0.0,0
2016-03-16,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,595155759,daikin air purifier,14,0,0.0,0
2016-02-17,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,25910664992,"+air +purifier +allergy",1,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),12345070,air filter,1,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),135303539,air purifier machine,3,0,0.0,0
2016-03-12,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35350227712,"+air +purifying",8,0,0.0,0
2016-01-29,366284074,Moonbow Air purifier Launch ( Search),1612428983,room air cleaner reviews,1,0,0.0,0
2016-03-17,382816714,Moonbow search(revised),548511568,hepa filters for air purifiers,1,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),4860232873,lic housing loan interest,4,1,0.0,8450000
2016-03-12,382431634,LICHFL ( REVISED),15719911,home interest rate,3,1,0.0,10470000
2016-02-29,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,18981907490,"+sharp +air +purifier",3,0,0.0,0
2016-02-10,366284074,Moonbow Air purifier Launch ( Search),47858320,air purifier prices,6,0,0.0,0
2016-03-24,382816714,Moonbow search(revised),16111601,hepa air,1,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),2352133835,emi home loan,1,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),44450033033,cibil history,1,0,0.0,0
2016-02-24,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486734513,"+indoor +air +purification",1,0,0.0,0
2016-03-17,366284074,Moonbow Air purifier Launch ( Search),13207910,purifier,38,0,0.0,0
2016-02-19,373628914,[S[Moonbow_Air Filter]: Generic,48297368,car air filters,90,0,0.0,0
2016-03-21,382816714,Moonbow search(revised),621411499,water purifier prices,1,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),40340112278,hfl lic,15,0,0.0,0
2016-03-21,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,42560551,commercial air purifier,1,0,0.0,0
2016-03-22,382816714,Moonbow search(revised),25808791,blueair air purifier,1,0,0.0,0
2016-01-20,366284074,Moonbow Air purifier Launch ( Search),43985316215,car air purifier india,5,0,0.0,0
2016-01-27,366284074,Moonbow Air purifier Launch ( Search),12345070,air filter,16,0,0.0,0
2016-03-15,382816714,Moonbow search(revised),17606190,honeywell air filters,1,0,0.0,0
2016-02-23,366284074,Moonbow Air purifier Launch ( Search),25427120,carbon filter,3,0,0.0,0
2016-02-02,366284074,Moonbow Air purifier Launch ( Search),453739116,buy air purifier online,2,0,0.0,0
2016-03-07,366284074,Moonbow Air purifier Launch ( Search),15195177,smoke air purifiers,2,0,0.0,0
2016-01-26,366284074,Moonbow Air purifier Launch ( Search),1712834986,air cleaners for homes,58,0,0.0,0
2016-03-18,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,171095413,air purifier ionizer,1,0,0.0,0
2016-01-04,363250354,Batman Delivery,44760403601,order online gurgaon,45,2,0.0,43830000
2016-03-09,377282074,LICHFL - Search campaign,30112031,finance house,2,0,0.0,0
2016-03-24,366284074,Moonbow Air purifier Launch ( Search),122536340,air purifier replacement filters,1,0,0.0,0
2016-01-14,366284074,Moonbow Air purifier Launch ( Search),15010960,allergy air filters,8,0,0.0,0
2016-02-27,373628914,[S[Moonbow_Air Filter]: Generic,1672070358,whole house air filter system,1,0,0.0,0
2016-03-24,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24486734513,"+indoor +air +purification",2,0,0.0,0
2016-03-18,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,4554485125,best air purifier for home,5,0,0.0,0
2016-01-31,366284074,Moonbow Air purifier Launch ( Search),16111601,hepa air,1,0,0.0,0
2016-02-29,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,358588900,top air cleaners,1,0,0.0,0
2016-02-21,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35320173592,"+air +purifier +prices",10,0,0.0,0
2016-01-20,366284074,Moonbow Air purifier Launch ( Search),11409663,house air filter,118,1,0.0,32850000
2016-03-02,377282074,LICHFL - Search campaign,18175682,loan home,19,0,0.0,0
2016-03-06,366284074,Moonbow Air purifier Launch ( Search),12205370,hepa filter,4,0,0.0,0
2016-03-09,377282074,LICHFL - Search campaign,17785793062,lic housing loan statement,1,0,0.0,0
2016-01-09,363250354,Batman Delivery,82839008067,batman delivers number,8,4,0.0,33240000
2016-02-15,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,43810110697,"+air +purifier +smoke",2,0,0.0,0
2016-01-23,366284074,Moonbow Air purifier Launch ( Search),178435278,air purifier on sale,1,0,0.0,0
2016-03-06,366284074,Moonbow Air purifier Launch ( Search),64736221,hepa purifier,1,0,0.0,0
2016-01-23,363250354,Batman Delivery,27047133459,delivery in gurgaon,48,1,0.0,20920000
2016-03-04,377282074,LICHFL - Search campaign,24503901794,housing loan EMI,11,0,0.0,0
2016-02-09,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19848067727,"+best +air +purifiers",7,0,0.0,0
2016-02-20,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1586856449,top rated air purifiers,1,0,0.0,0
2016-01-19,366284074,Moonbow Air purifier Launch ( Search),10653250,purify air,15,0,0.0,0
2016-03-22,366284074,Moonbow Air purifier Launch ( Search),189993660,air humidifier purifier,1,0,0.0,0
2016-03-01,366284074,Moonbow Air purifier Launch ( Search),1758720604,air cleaners & purifiers,1,0,0.0,0
2016-02-14,366284074,Moonbow Air purifier Launch ( Search),20207301,heating and air,83,0,0.0,0
2016-02-06,366284074,Moonbow Air purifier Launch ( Search),5095383813,air purifiers for dust,2,0,0.0,0
2016-02-19,373626514,[S[Moonbow_Air Purifier]: Brand - Exact,148844255056,moonbow air purifier,28,4,0.0,79610000
2016-03-07,377282074,LICHFL - Search campaign,2897474392,diwan housing finance,27,2,0.0,20740000
2016-01-03,363250354,Batman Delivery,79659868572,night delivery food gurgaon,1,0,0.0,0
2016-03-11,382431634,LICHFL ( REVISED),193229122834,www.lichousing.com loan statement,1,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),13801961,mortgage interest,1,0,0.0,0
2016-01-25,366284074,Moonbow Air purifier Launch ( Search),95941773,room purifier,2,0,0.0,0
2016-02-06,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,171095413,air purifier ionizer,5,0,0.0,0
2016-02-28,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,31277675495,"+ionic +breeze +air +purifiers",1,0,0.0,0
2016-03-16,382816714,Moonbow search(revised),18347740695,vollara fresh air,1,0,0.0,0
2016-02-06,366284074,Moonbow Air purifier Launch ( Search),15220532,air quality monitoring,30,0,0.0,0
2016-02-08,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,308283680,dust air purifier,1,0,0.0,0
2016-03-22,366284074,Moonbow Air purifier Launch ( Search),53891507,best purifier,76,0,0.0,0
2016-01-28,366284074,Moonbow Air purifier Launch ( Search),948450117,top ten air purifiers,159,1,0.0,4100000
2016-03-23,382816714,Moonbow search(revised),1569666208,4 air filter,1,0,0.0,0
2016-03-05,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,19809876241,"+daikin +air +purifier",5,0,0.0,0
2016-02-23,373619314,[S[Moonbow_Air Purifier_Comp]: Competitor - Exact,15386872,hepa air purifier,23,0,0.0,0
2016-03-19,366284074,Moonbow Air purifier Launch ( Search),47254384207,air purifier online india,1,0,0.0,0
2016-02-20,366284074,Moonbow Air purifier Launch ( Search),146346696,air purifiers for home,4,0,0.0,0
2016-02-06,366284074,Moonbow Air purifier Launch ( Search),90868164,compare air purifiers,1,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),38477009840,how to get cibil report,1,0,0.0,0
2016-01-26,366284074,Moonbow Air purifier Launch ( Search),15788131,Keyword,112,0,0.0,0
2016-01-17,366284074,Moonbow Air purifier Launch ( Search),14042170,custom air filter,1,0,0.0,0
2016-03-02,366284074,Moonbow Air purifier Launch ( Search),10653260,air purifier,7,0,0.0,0
2016-01-16,366284074,Moonbow Air purifier Launch ( Search),918082878,air purifiers on sale,3,0,0.0,0
2016-01-14,363250354,Batman Delivery,6636403191,online food ordering websites,3,0,0.0,0
2016-02-08,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,97994764117,"+best +indoor +air +purifiers",1,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),11371453,low interest home loan,1,0,0.0,0
2016-02-23,366284074,Moonbow Air purifier Launch ( Search),343721847,moonbow,45,2,0.0,700000
2016-03-06,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,61766771821,best purifier for dust,4,0,0.0,0
2016-03-22,382816714,Moonbow search(revised),52132107109,best ro filter in india,1,0,0.0,0
2016-02-20,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,14049531129,best room purifier,97,0,0.0,0
2016-02-09,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,35815329571,"+air +purifiers +best",9,1,0.0,30800000
2016-02-12,366284074,Moonbow Air purifier Launch ( Search),4361330634,water based air purifier,1,0,0.0,0
2016-03-05,366284074,Moonbow Air purifier Launch ( Search),53891507,best purifier,86,1,0.0,31810000
2016-03-12,377282074,LICHFL - Search campaign,360467069,housing loan interest rate,6,1,0.0,31180000
2016-03-15,373628914,[S[Moonbow_Air Filter]: Generic,48297368,car air filters,207,3,0.0,79070000
2016-02-28,366284074,Moonbow Air purifier Launch ( Search),52840606,air filter for home,11,0,0.0,0
2016-01-13,366284074,Moonbow Air purifier Launch ( Search),17878122,air purifier smoke,1,0,0.0,0
2016-01-14,363250354,Batman Delivery,12609305695,online food delivery delhi,85,0,0.0,0
2016-02-17,366284074,Moonbow Air purifier Launch ( Search),289464619,clean air home,1,0,0.0,0
2016-02-13,366284074,Moonbow Air purifier Launch ( Search),146346696,air purifiers for home,5,1,0.0,45160000
2016-03-03,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,24485130233,"+air +purifier +dust",1,0,0.0,0
2016-02-07,366284074,Moonbow Air purifier Launch ( Search),1147980772,air purifiers for allergies,1,0,0.0,0
2016-01-28,366284074,Moonbow Air purifier Launch ( Search),15195147,house air purifiers,1,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),13662081,home owner loans,1,0,0.0,0
2016-03-20,366284074,Moonbow Air purifier Launch ( Search),17316181,air filtering,15,0,0.0,0
2016-02-29,366284074,Moonbow Air purifier Launch ( Search),176585984,rate air purifiers,1,0,0.0,0
2016-02-28,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,1573971742,carbon air purifier,1,0,0.0,0
2016-03-24,382816714,Moonbow search(revised),20364583,the best air purifiers,3,0,0.0,0
2016-02-20,366284074,Moonbow Air purifier Launch ( Search),286224869,top 10 air purifier,1,0,0.0,0
2016-03-08,377282074,LICHFL - Search campaign,27882921,home finance loan,1,0,0.0,0
2016-02-11,366284074,Moonbow Air purifier Launch ( Search),1500847867,room air purifiers ratings,4,0,0.0,0
2016-03-12,377282074,LICHFL - Search campaign,14498191,home loan application,5,0,0.0,0
2016-03-20,366284074,Moonbow Air purifier Launch ( Search),320701429,fan air purifier,2,0,0.0,0
2016-02-04,366284074,Moonbow Air purifier Launch ( Search),45064726,best air filters,1,0,0.0,0
2016-02-21,366284074,Moonbow Air purifier Launch ( Search),1500847867,room air purifiers ratings,1,0,0.0,0
2016-03-02,377282074,LICHFL - Search campaign,18729090,cheap home loans,1,0,0.0,0
2016-03-18,373619314,[S[Moonbow_Air Purifier_Comp]: Competitor - Exact,49666430,honeywell air purifiers,5,0,0.0,0
2016-03-14,377282074,LICHFL - Search campaign,70425807316,can finance homes,1,0,0.0,0
2016-02-26,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,93601804,cheap air purifier,1,0,0.0,0
2016-01-22,366284074,Moonbow Air purifier Launch ( Search),6521513245,uv light purifier,2,0,0.0,0
2016-02-10,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,30249433987,"+industrial +air +purifier",4,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),12912447551,home loan from lic housing finance,58,3,0.0,38920000
2016-02-22,373619314,[S[Moonbow_Air Purifier_Comp]: Competitor - Exact,1602352578,hepa air purifier reviews,1,0,0.0,0
2016-02-18,366284074,Moonbow Air purifier Launch ( Search),15036971,air filters,3,0,0.0,0
2016-01-26,366284074,Moonbow Air purifier Launch ( Search),23898641,ac filter,1,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),51854688554,interest rate of lic housing for home loan,126,9,0.0,121150000
2016-03-14,382431634,LICHFL ( REVISED),12912287711,lic housing finance details,70,8,0.0,142030000
2016-02-16,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,3489216105,air purifying filter,1,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),11775531,mortgage calculators,31,0,0.0,0
2016-02-09,366284074,Moonbow Air purifier Launch ( Search),10032622,portable air cleaners,4,0,0.0,0
2016-02-17,366284074,Moonbow Air purifier Launch ( Search),17072950,honeywell air purifiers,104,0,0.0,0
2016-03-05,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,2260325382,air purifier fan,1,0,0.0,0
2016-01-28,363250354,Batman Delivery,4580705011,night home delivery,1,0,0.0,0
2016-03-01,366284074,Moonbow Air purifier Launch ( Search),68159040,honeywell purifier,1,0,0.0,0
2016-02-20,366284074,Moonbow Air purifier Launch ( Search),151767035,air purifiers ozone,3,0,0.0,0
2016-03-13,366284074,Moonbow Air purifier Launch ( Search),68159040,honeywell purifier,1,0,0.0,0
2016-03-14,382816714,Moonbow search(revised),20362083,air cleaning technology,1,0,0.0,0
2016-01-19,366284074,Moonbow Air purifier Launch ( Search),104172298,air purifiers ratings,20,0,0.0,0
2016-02-11,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,13880803290,air purifier for dust,3,1,0.0,23470000
2016-02-22,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,104981034,delonghi air purifier,1,0,0.0,0
2016-02-25,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,36683086,air purifier compare,1,0,0.0,0
2016-02-15,366284074,Moonbow Air purifier Launch ( Search),286222559,fresh air air purifier,2,0,0.0,0
2016-03-20,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,66059508265,best purifier for home,34,1,0.0,28640000
2016-03-14,377282074,LICHFL - Search campaign,914604138,pnb housing finance,7,0,0.0,0
2016-01-31,366284074,Moonbow Air purifier Launch ( Search),3000619836,ionic air purifier ozone ionizer,1,0,0.0,0
2016-02-29,366284074,Moonbow Air purifier Launch ( Search),16819840,alpine air purifier,1,0,0.0,0
2016-03-19,382816714,Moonbow search(revised),15011040,furnace air filters,1,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),4116920906,bank of maharashtra home loan,2,0,0.0,0
2016-03-23,382816714,Moonbow search(revised),87876102,air filter systems,1,0,0.0,0
2016-02-26,366284074,Moonbow Air purifier Launch ( Search),286224869,top 10 air purifier,2,0,0.0,0
2016-02-14,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,22880708154,"+room +air +purifiers",11,0,0.0,0
2016-03-02,377282074,LICHFL - Search campaign,360469409,housing loan bank,2,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),3764518355,lic of india loan,1,0,0.0,0
2016-01-15,363250354,Batman Delivery,82103885532,gurgaon night delivery,9,1,0.0,24750000
2016-02-01,366284074,Moonbow Air purifier Launch ( Search),10032622,portable air cleaners,6,0,0.0,0
2016-03-17,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,15386782,home air purifier,11,0,0.0,0
2016-03-19,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,41069693,air cleaning filters,599,4,0.0,213660000
2016-02-22,366284074,Moonbow Air purifier Launch ( Search),188525688274,hindware air purifier,3,1,0.0,16410000
2016-01-24,363250354,Batman Delivery,4683773147,delivery night,35,1,0.0,18780000
2016-01-19,366284074,Moonbow Air purifier Launch ( Search),33766051,cabin air filter,4,0,0.0,0
2016-03-10,366284074,Moonbow Air purifier Launch ( Search),17216161,air filtration,4,0,0.0,0
2016-01-25,366284074,Moonbow Air purifier Launch ( Search),68159040,honeywell purifier,3,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),17756851,loan instant approval,1,0,0.0,0
2016-01-13,363250354,Batman Delivery,3088945916,food delivery delhi,63,2,0.0,39440000
2016-02-16,366284074,Moonbow Air purifier Launch ( Search),12205430,hepa air purifiers,3,0,0.0,0
2016-03-13,382431634,LICHFL ( REVISED),48460411711,loan for land purchase lic,1,0,0.0,0
2016-03-12,382431634,LICHFL ( REVISED),4952669274,lic housing finance hyderabad,5,0,0.0,0
2016-01-29,366284074,Moonbow Air purifier Launch ( Search),17346610,home air purifiers,1,0,0.0,0
2016-03-24,382816714,Moonbow search(revised),310793220,water purifier home,2,0,0.0,0
2016-02-06,366284074,Moonbow Air purifier Launch ( Search),17346610,home air purifiers,12,0,0.0,0
2016-02-12,366284074,Moonbow Air purifier Launch ( Search),6521513245,uv light purifier,1,0,0.0,0
2016-03-10,382431634,LICHFL ( REVISED),36080335766,cibil information,3,0,0.0,0
2016-03-12,377282074,LICHFL - Search campaign,133067799,housing loan rate,8,0,0.0,0
2016-01-20,363250354,Batman Delivery,18112601750,midnight food,1,0,0.0,0
2016-03-06,366284074,Moonbow Air purifier Launch ( Search),6521513245,uv light purifier,3,0,0.0,0
2016-02-24,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,70757691617,"+air +purifier +products",1,0,0.0,0
2016-03-06,377282074,LICHFL - Search campaign,2239936283,can home finance,1,0,0.0,0
2016-01-25,366284074,Moonbow Air purifier Launch ( Search),12205440,hepa,3,0,0.0,0
2016-01-10,363250354,Batman Delivery,184386636034,food order in delhi ncr,1,0,0.0,0
2016-03-12,366284074,Moonbow Air purifier Launch ( Search),176585984,rate air purifiers,1,0,0.0,0
2016-03-19,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,37788461,air purifier home,8,0,0.0,0
2016-02-25,373628914,[S[Moonbow_Air Filter]: Generic,5090964503,air filter fans,5,0,0.0,0
2016-01-14,363250354,Batman Delivery,3088945916,food delivery delhi,59,1,0.0,16300000
2016-01-30,366284074,Moonbow Air purifier Launch ( Search),94821309,uv air cleaner,1,0,0.0,0
2016-01-10,363250354,Batman Delivery,18112601750,midnight food,3,0,0.0,0
2016-01-14,366284074,Moonbow Air purifier Launch ( Search),10032622,portable air cleaners,17,0,0.0,0
2016-03-14,382431634,LICHFL ( REVISED),10913561,loan calculator,28,0,0.0,0
2016-02-22,366284074,Moonbow Air purifier Launch ( Search),92057235,filters air,3,0,0.0,0
2016-03-16,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,14586841,room air purifier,27,0,0.0,0
2016-02-07,373619794,[S[Moonbow_Air Purifier_Gen]: Generic - Exact,259950336,sharp air purifier,45,1,0.0,23380000
2016-03-13,382431634,LICHFL ( REVISED),10791017249,lic home loan online,1,0,0.0,0
2016-03-02,366284074,Moonbow Air purifier Launch ( Search),29641620,clean air machine,2,0,0.0,0
2016-02-10,373620514,[S[Moonbow_Air Purifier_Gen]: Generic - BMM,18981647450,"+compact +air +purifier",16,0,0.0,0
2016-03-22,373628434,[S[Moonbow_Air Cleaner_Gen]: Generic,112065875,air cleaner assembly,2,0,0.0,0
2016-03-01,366284074,Moonbow Air purifier Launch ( Search),36484243782,best air purifiers in india,2,0,0.0,0
