Line Item Id,Partner Name,Partner Id,Advertiser Name,Io Name,Line Item Name,Line Item Timestamp,Line Item Status,Io Start Date,Io End Date,Io Budget Type,Io Budget Amount,Io Pacing,Io Pacing Rate,Io Pacing Amount,Line Item Start Date,Line Item End Date,Line Item Budget Type,Line Item Budget Amount,Line Item Pacing,Line Item Pacing Rate,Line Item Pacing Amount,Line Item Frequency Enabled,Line Item Frequency Exposures,Line Item Frequency Period,Line Item Frequency Amount,Bid Price,Partner Revenue Model,Partner Revenue Amount,
6418985,AdFederal India,610940,TNT-31st March,TNT-31st March,"Mumbai,Delhi",2016-10-10T16:42:58.220000,Active,04/01/2016 00:00,04/30/2016 23:59,Amount,20000,Flight,Even,0,04/01/2016 00:00,04/30/2016 23:59,Amount,10000,Daily,Even,600,False,0,Minutes,0,0,TMCM,0,,
