2016/04/07,TOEFL_Audience_Reg-2016,932635,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,Adwords
2016/04/08,TOEFL_Audience_Reg-2016,1792260,170,0.044,,,,,,,,,,,,,,,,,,,,,,,,Adwords
2016/04/09,TOEFL_Audience_Reg-2016,1692711,1692,0.029,,,,,,,,,,,,,,,,,,,,,,,,Adwords
2016/04/10,TOEFL_Audience_Reg-2016,1613067,16,0.028,,,,,,,,,,,,,,,,,,,,,,,,Adwords
