Line Item Id,Partner Name,Partner Id,Advertiser Name,Io Name,Line Item Name,Line Item Timestamp,Line Item Status,Io Start Date,Io End Date,Io Budget Type,Io Budget Amount,Io Pacing,Io Pacing Rate,Io Pacing Amount,Line Item Start Date,Line Item End Date,Line Item Budget Type,Line Item Budget Amount,Line Item Pacing,Line Item Pacing Rate,Line Item Pacing Amount,Line Item Frequency Enabled,Line Item Frequency Exposures,Line Item Frequency Period,Line Item Frequency Amount,Bid Price,Partner Revenue Model,Partner Revenue Amount,Current Audience Targeting Ids,Current Audience Targeting Names,Geography Targeting - Include
,AdFederal India,610940,TNT-Camp,TNT-Camp1,"Bombay,Delhi",,Paused,04/12/2016 00:00,15/12/2016 23:59,Amount,20000,Flight,Even,0,04/12/2016 00:00,04/14/2016 23:59,Amount,7000,Daily,Even,600,False,0,Minutes,0,4,TMCM,0,,,20456
